"Variables ->","OBS_L_GDP","OBS_L_GDP_MINE","OBS_L_GDP_OTH","OBS_L_CPI","OBS_RS","OBS_L_S","OBS_D4L_CPI_TAR","OBS_L_GDP_RW_GAP","OBS_DLA_CPI_RW","OBS_RS_RW","OBS_L_GDP_GAP","OBS_L_GDP_OTH_GAP","OBS_L_GDP_MINE_GAP","L_GDP","L_GDP_BAR","L_GDP_GAP","DLA_GDP","D4L_GDP","DLA_GDP_BAR","L_GDP_OTH","L_GDP_OTH_BAR","L_GDP_OTH_GAP","DLA_GDP_OTH","D4L_GDP_OTH","DLA_GDP_OTH_BAR","L_GDP_MINE","L_GDP_MINE_BAR","L_GDP_MINE_GAP","DLA_GDP_MINE","D4L_GDP_MINE","DLA_GDP_MINE_BAR","L_GDP_yearly","DL_GDP_yearly","L_GDP_MINE_yearly","DL_GDP_MINE_yearly","L_GDP_OTH_yearly","DL_GDP_OTH_yearly","MCI","L_CPI","DLA_CPI","E_DLA_CPI","E_D4L_CPI","D4L_CPI","D4L_CPI_TAR","RMC","L_S","DLA_S","D4L_S","PREM","RS","RR","RR_BAR","RR_GAP","RSNEUTRAL","L_Z","L_Z_BAR","L_Z_GAP","DLA_Z","DLA_Z_BAR","L_GDP_RW_GAP","RS_RW","RR_RW","RR_RW_BAR","RR_RW_GAP","L_CPI_RW","DLA_CPI_RW","TUNE_L_GDP_GAP","TUNE_L_GDP_OTH_GAP","TUNE_L_GDP_MINE_GAP","SHK_L_GDP_MINE_GAP","SHK_L_GDP_OTH_GAP","SHK_DLA_CPI","SHK_L_S","SHK_RS","SHK_D4L_CPI_TAR","SHK_RR_BAR","SHK_DLA_Z_BAR","SHK_L_GDP_GAP","SHK_DLA_GDP_MINE_BAR","SHK_DLA_GDP_OTH_BAR","SHK_L_GDP_RW_GAP","SHK_RS_RW","SHK_DLA_CPI_RW","SHK_RR_RW_BAR","b1_mine","b3_mine","b1_oth","b2_oth","b3_oth","w_mine","b4","a1","a2","a3","e1","g1","g2","g3","rho_D4L_CPI_TAR","rho_DLA_Z_BAR","rho_RR_BAR","rho_DLA_GDP_BAR","rho_DLA_GDP_MINE_BAR","rho_DLA_GDP_OTH_BAR","rho_L_GDP_RW_GAP","rho_RS_RW","rho_DLA_CPI_RW","rho_RR_RW_BAR","ss_D4L_CPI_TAR","ss_DLA_Z_BAR","ss_RR_BAR","ss_DLA_GDP_BAR","ss_DLA_GDP_MINE_BAR","ss_DLA_GDP_OTH_BAR","ss_DLA_CPI_RW","ss_RR_RW_BAR","ttrend","std_SHK_L_GDP_MINE_GAP","std_SHK_L_GDP_OTH_GAP","std_SHK_DLA_CPI","std_SHK_L_S","std_SHK_RS","std_SHK_D4L_CPI_TAR","std_SHK_RR_BAR","std_SHK_DLA_Z_BAR","std_SHK_L_GDP_GAP","std_SHK_DLA_GDP_MINE_BAR","std_SHK_DLA_GDP_OTH_BAR","std_SHK_L_GDP_RW_GAP","std_SHK_RS_RW","std_SHK_DLA_CPI_RW","std_SHK_RR_RW_BAR"
"Comments ->","OBS_L_GDP","OBS_L_GDP_MINE","OBS_L_GDP_OTH","OBS_L_CPI","OBS_RS","OBS_L_S","OBS_D4L_CPI_TAR","OBS_L_GDP_RW_GAP","OBS_DLA_CPI_RW","OBS_RS_RW","OBS_L_GDP_GAP","OBS_L_GDP_OTH_GAP","OBS_L_GDP_MINE_GAP","Real GDP (100*log)","Trend in Real GDP (100*log)","Output Gap (in %)","Quarterly Growth in Real GDP(in % pa)","Real GDP Growth YoY (in % pa)","Real GDP Trend Growth QoQ annualized (in % pa)","Real NON-MINING GDP (100*log)","Trend in Real NON-MINING GDP (100*log)","NON-MINING Output Gap (in %)","Quarterly Growth in Real NON-MINING GDP(in % pa)","Real NON-MINING GDP Growth YoY (in % pa)","Real NON-MINING GDP Trend Growth QoQ annualized (in % pa)","Real MINING GDP (100*log)","Trend in Real MINING GDP (100*log)","MINING Output Gap (in %)","Quarterly Growth in Real MINING GDP(in % pa)","Real MINING GDP Growth YoY (in % pa)","Real MINING GDP Trend Growth QoQ annualized (in % pa)","Real YEARLY GDP (100*log)","Real GDP Growth Yearly (in % pa)","Real MINING YEARLY GDP (100*log)","Real MINING GDP Growth Yearly (in % pa)","Real NON-MINING YEARLY GDP (100*log)","Real NON-MINING GDP Growth Yearly (in % pa)","Real Monetary Condition Index (in % pa)","CPI (level, 100*log)","CPI Inflation QoQ annualized (in % pa)","Expected CPI Inflation QoQ annualized (in % pa)","Expected CPI Inflation YoQ (in % pa)","CPI Inflation YoY (in % pa)","Inflation Target (in % pa)","Real Marginal Cost  (in %)","Nominal Exchange Rate (LCY/FCY, 100*log)","Nominal Exch. Rate Depreciation QoQ annualized (in % pa)","Nominal Exch. Rate Depreciation YoY (in % pa)","Country Risk Premium (in % pa)","Nominal Policy Interest Rate (in % pa)","Real Interest Rate (in % pa)","Trend Real Interest Rate (in % pa)","Real Interest Rate Gap (in %)","Nominal Policy Neutral Interest Rate (in % pa)","Real Exchange Rate (level, 100*log)","Trend Real Exchange Rate (level, 100*log)","Real Exchange Rate Gap (in %)","Real Exchange Rate Depreciation QoQ annualized (in % pa)","Trend Real Exchange Rate Depreciation QoQ annualized(in % pa)","Foreign Output Gap (in %)","Foreign Nominal Interest Rate (in % pa)","Foreign Real Interest Rate (in % pa)","Foreign Real Interest Rate Trend (in % pa)","Foreign Real Interest Rate Gap (in %)","Foreign CPI (level, 100*log)","Foreign Inflation QoQ annualized (in % pa)","TUNE_L_GDP_GAP","TUNE_L_GDP_OTH_GAP","TUNE_L_GDP_MINE_GAP","Shock: Output gap (demand)","Shock: Output gap (demand)","Shock: CPI inflation (cost-push)","Shock: Exchange rate (UIP)","Shock: Interest rate (monetary policy)","Shock: Inflation target","Shock: Real interest rate","Shock: Real exchange rate depreciation","SHK_L_GDP_GAP","Shock: Potential GDP growth","Shock: Potential GDP growth","Shock: Foreign output gap","Shock: Foreign nominal interest rate","Shock: Foreign inflation","Shock: Foreign real interest rate","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Time trend","","","","","","","","","","","","","","",""
"Class[Size] ->","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","tseries[25-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","tseries[25-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]","double[1-by-1]"
"2023Q4",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.58768698e+03,NaN,NaN,NaN,NaN,NaN,1.57561964e+03,NaN,NaN,NaN,NaN,NaN,1.37240011e+03,NaN,NaN,NaN,NaN,NaN,1.58458138e+03,NaN,1.37871672e+03,NaN,1.57098615e+03,NaN,NaN,4.94433399e+02,NaN,NaN,NaN,NaN,NaN,NaN,8.14030803e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.00000000e-01,5.00000000e-01,7.00000000e-01,2.00000000e-01,0.00000000e+00,1.50000000e-01,4.00000000e-01,6.00000000e-01,3.00000000e-01,5.00000000e-01,4.00000000e-01,8.00000000e-01,1.00000000e+00,1.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,8.00000000e-01,6.00000000e+00,3.00000000e+00,3.00000000e+00,5.60000000e+00,0.00000000e+00,4.00000000e+00,3.00000000e+00,1.35000000e+00,NaN,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.00000000e+00
"2024Q1",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.58865003e+03,NaN,NaN,NaN,NaN,NaN,1.57341328e+03,NaN,NaN,NaN,NaN,NaN,1.39000220e+03,NaN,NaN,NaN,NaN,NaN,1.58648015e+03,NaN,1.38180119e+03,NaN,1.57267253e+03,NaN,NaN,4.95960809e+02,NaN,NaN,NaN,NaN,NaN,NaN,8.12812583e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2024Q2",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.58714155e+03,NaN,NaN,NaN,NaN,NaN,1.57129034e+03,NaN,NaN,NaN,NaN,NaN,1.40092336e+03,NaN,NaN,NaN,NaN,NaN,1.58746498e+03,NaN,1.38585822e+03,NaN,1.57328443e+03,NaN,NaN,4.96801378e+02,NaN,NaN,NaN,NaN,NaN,NaN,8.12931695e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2024Q3",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.59365820e+03,1.58604468e+03,NaN,NaN,NaN,NaN,1.57848922e+03,1.57186527e+03,6.62394802e+00,NaN,NaN,3.51276661e+00,1.39671238e+03,1.38349232e+03,1.32200556e+01,NaN,NaN,1.26823141e+00,1.58928419e+03,NaN,1.39000951e+03,NaN,1.57470312e+03,NaN,NaN,4.99594199e+02,1.11712840e+01,NaN,NaN,NaN,8.00000000e+00,NaN,8.12569548e+02,NaN,NaN,NaN,1.06700000e+01,NaN,3.30007319e+00,NaN,NaN,1.22818457e+02,1.33371939e+02,NaN,NaN,1.35283682e+00,-1.11600500e+00,4.35000000e+00,NaN,1.62247723e+00,NaN,-1.90156892e+02,1.90227647e+00,7.61352269e+00,6.62394802e+00,1.32200556e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2024Q4",1.59128714e+03,1.39255360e+03,1.57643382e+03,5.01801045e+02,1.00000000e+01,8.16596505e+02,6.00000000e+00,-8.92804000e-01,2.12182118e+00,4.35000000e+00,4.43724273e+00,3.66599670e+00,8.80763692e+00,1.59128714e+03,1.58684990e+03,4.43724273e+00,-9.48424000e+00,3.60016000e+00,3.22086906e+00,1.57643382e+03,1.57276782e+03,3.66599670e+00,-8.22159991e+00,8.14180024e-01,3.61021329e+00,1.39255360e+03,1.38374597e+03,8.80763692e+00,-1.66351072e+01,2.01534932e+01,1.01458513e+00,1.59018423e+03,5.60285000e+00,1.39504789e+03,1.63311658e+01,1.57490667e+03,3.92051501e+00,4.85383456e+00,5.01801045e+02,8.82738350e+00,6.88137274e+00,5.47258851e+00,7.36764588e+00,6.00000000e+00,-2.09311997e+00,8.16596505e+02,1.61078291e+01,2.56570227e+00,-2.73738797e-01,1.00000000e+01,2.43942094e+00,3.24005855e+00,-8.00637613e-01,1.08006376e+01,1.25169024e+02,1.33792506e+02,-8.62348268e+00,9.40226675e+00,1.68226946e+00,-8.92804000e-01,4.35000000e+00,2.22817882e+00,1.56798178e+00,6.60197040e-01,-1.89626437e+02,2.12182118e+00,4.43724273e+00,3.66599670e+00,8.80763692e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-6.79390079e-01,-1.60000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.32039408e-01,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.90000000e+01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"2025Q1",1.59012504e+03,1.38975711e+03,1.57556014e+03,5.03521388e+02,1.00000000e+01,8.20188611e+02,6.00000000e+00,-7.14243200e-01,2.29745694e+00,4.35000000e+00,2.46096618e+00,1.87027358e+00,5.80822424e+00,1.59012504e+03,1.58766407e+03,2.46096618e+00,-4.64841097e+00,1.47500726e+00,3.25669525e+00,1.57556014e+03,1.57368987e+03,1.87027358e+00,-3.49472186e+00,2.14685956e+00,3.68817063e+00,1.38975711e+03,1.38394888e+03,5.80822424e+00,-1.11859826e+01,-2.45092448e-01,8.11668102e-01,1.59055298e+03,4.07283181e+00,1.39498661e+03,1.31854227e+01,1.57544338e+03,2.77084990e+00,3.47962056e+00,5.03521388e+02,6.88137274e+00,5.53842277e+00,4.95685980e+00,7.56057906e+00,6.00000000e+00,-2.10142157e+00,8.20188611e+02,1.43684248e+01,7.37602846e+00,-4.88991037e-01,1.00000000e+01,1.89538425e+00,3.19204684e+00,-1.29666260e+00,1.12966626e+01,1.27615151e+02,1.34278960e+02,-6.66380933e+00,9.78450897e+00,1.94581556e+00,-7.14243200e-01,4.35000000e+00,2.05254306e+00,1.52438543e+00,5.28157632e-01,-1.89052072e+02,2.29745694e+00,2.46096618e+00,1.87027358e+00,5.80822424e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-9.99238021e-02,4.37046110e-16,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.05631526e-01,0.00000000e+00,0.00000000e+00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.00000000e+02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
